0.0263157895	0.0263157895	1.0000000000	0.0000000000	0.7853979648
0.0263157895	0.0761772853	1.0000000000	-0.0000000000	0.7853979648
0.0263157895	0.1260387812	1.0000000000	-0.0000000000	1.4554542677
0.0263157895	0.1759002770	1.0000000000	-0.0000000000	1.4585232726
0.0263157895	0.2257617729	1.0000000000	-0.0000000000	1.4569998799
0.0263157895	0.2756232687	1.0000000000	-0.0000000000	1.4573710994
0.0263157895	0.3254847645	1.0000000000	-0.0000000000	1.4592328310
0.0263157895	0.3753462604	1.0000000000	-0.0000000000	1.4615561308
0.0263157895	0.4252077562	1.0000000000	-0.0000000000	1.4635238301
0.0263157895	0.4750692521	1.0000000000	-0.0000000000	1.4646264607
0.0263157895	0.5249307479	1.0000000000	-0.0000000000	1.4646264607
0.0263157895	0.5747922438	1.0000000000	-0.0000000000	1.4635238301
0.0263157895	0.6246537396	1.0000000000	-0.0000000000	1.4615561308
0.0263157895	0.6745152355	1.0000000000	-0.0000000000	1.4592328310
0.0263157895	0.7243767313	1.0000000000	-0.0000000000	1.4573710994
0.0263157895	0.7742382271	1.0000000000	-0.0000000000	1.4569998799
0.0263157895	0.8240997230	1.0000000000	-0.0000000000	1.4585232726
0.0263157895	0.8739612188	1.0000000000	-0.0000000000	1.4554542677
0.0263157895	0.9238227147	1.0000000000	-0.0000000000	0.7853979648
0.0263157895	0.9736842105	1.0000000000	0.0000000000	0.7853979648
0.0263157895	0.9736842105	1.0000000000	0.0000000000	0.7853979648
0.0761772853	0.9736842105	1.0000000000	-0.0000000000	0.7853979648
0.1260387812	0.9736842105	1.0000000000	-0.0000000000	0.1153420355
0.1759002770	0.9736842105	1.0000000000	-0.0000000000	0.1122730244
0.2257617729	0.9736842105	1.0000000000	-0.0000000000	0.1137964072
0.2756232687	0.9736842105	1.0000000000	-0.0000000000	0.1134251782
0.3254847645	0.9736842105	1.0000000000	-0.0000000000	0.1115634388
0.3753462604	0.9736842105	1.0000000000	-0.0000000000	0.1092401332
0.4252077562	0.9736842105	1.0000000000	-0.0000000000	0.1072724301
0.4750692521	0.9736842105	1.0000000000	-0.0000000000	0.1061697976
0.5249307479	0.9736842105	1.0000000000	-0.0000000000	0.1061697976
0.5747922438	0.9736842105	1.0000000000	-0.0000000000	0.1072724301
0.6246537396	0.9736842105	1.0000000000	-0.0000000000	0.1092401332
0.6745152355	0.9736842105	1.0000000000	-0.0000000000	0.1115634388
0.7243767313	0.9736842105	1.0000000000	-0.0000000000	0.1134251782
0.7742382271	0.9736842105	1.0000000000	-0.0000000000	0.1137964072
0.8240997230	0.9736842105	1.0000000000	-0.0000000000	0.1122730244
0.8739612188	0.9736842105	1.0000000000	-0.0000000000	0.1153420355
0.9238227147	0.9736842105	1.0000000000	-0.0000000000	0.7853979648
0.9736842105	0.9736842105	1.0000000000	0.0000000000	0.7853979648
0.9736842105	0.9736842105	1.0000000000	0.0000000000	0.7853979648
0.9736842105	0.9238227147	1.0000000000	-0.0000000000	0.7853979648
0.9736842105	0.8739612188	1.0000000000	-0.0000000000	1.4554542677
0.9736842105	0.8240997230	1.0000000000	-0.0000000000	1.4585232726
0.9736842105	0.7742382271	1.0000000000	-0.0000000000	1.4569998799
0.9736842105	0.7243767313	1.0000000000	-0.0000000000	1.4573710994
0.9736842105	0.6745152355	1.0000000000	-0.0000000000	1.4592328310
0.9736842105	0.6246537396	1.0000000000	-0.0000000000	1.4615561308
0.9736842105	0.5747922438	1.0000000000	-0.0000000000	1.4635238301
