0.3457031250	0.8281250000	1.0759241699	0.0000000000	nan
0.3481771941	0.8273081641	1.0736227612	-6.4161724756	-1.1790080162
0.3506691226	0.8265314227	1.0690373554	-6.4990874188	-1.1790080162
0.3531767540	0.8257962447	1.0644781460	-6.5829508930	-1.1790080162
0.3556986770	0.8251037762	1.0599525930	-6.6676280147	-1.1790080162
0.3582341043	0.8244549403	1.0554671138	-6.7529941308	-1.1790080162
0.3607820850	0.8238506761	1.0510285154	-6.8389082385	-1.1790080162
0.3633416933	0.8232918842	1.0466436413	-6.9252191013	-1.1790080162
0.3659119976	0.8227794361	1.0423194171	-7.0117640579	-1.1790080162
0.3684904761	0.8223144454	1.0381177385	-6.7968125854	-1.1298352916
0.3710757671	0.8218956063	1.0340236129	-6.8778632592	-1.1298352916
0.3736684395	0.8215233680	1.0299885465	-6.9590102911	-1.1298352916
0.3762674720	0.8211984467	1.0260189693	-7.0400903962	-1.1298352916
0.3788717776	0.8209215311	1.0221214302	-7.1209288940	-1.1298352916
0.3814801749	0.8206932793	1.0183026149	-7.2013391280	-1.1298352916
0.3840913801	0.8205143100	1.0144882131	-7.4353185945	-1.1366394338
0.3867039686	0.8203862512	1.0106941733	-7.5193613504	-1.1366394338
0.3893161922	0.8203096469	1.0070094483	-7.6021990289	-1.1366394338
0.3919260712	0.8202849510	1.0034419977	-7.6835632150	-1.1366394338
0.3945312500	0.8203125000	1.0000000000	0.0000000000	-1.1366394338
0.3945312500	0.8203125000	1.0573630988	0.0000000000	-1.1366394338
0.3959733555	0.8153544386	1.0600724029	-4.5982161643	-1.1366394338
0.3975385047	0.8104146184	1.0623735201	-4.5683968423	-1.1366394338
0.3992239927	0.8055024389	1.0642573317	-4.5441768503	-1.1366394338
0.4010271876	0.8006255019	1.0650827499	-4.5128744399	-1.2084032851
0.4029455243	0.7957892739	1.0647308763	-4.5173511157	-1.2084032851
0.4049778233	0.7909975591	1.0638110137	-4.5286797874	-1.2032381757
0.4071239200	0.7862520247	1.0622033429	-4.5492792283	-1.2032381757
0.4093831394	0.7815560591	1.0599326724	-4.5785872482	-1.2032381757
0.4117540271	0.7769148080	1.0570002355	-4.6168105538	-1.2032381757
0.4142348615	0.7723338016	1.0533505046	-4.6718800823	-1.2092252166
0.4168254022	0.7678163024	1.0489952109	-4.7303290079	-1.2092252166
0.4195267007	0.7633635492	1.0439934852	-4.7986623575	-1.2092252166
0.4223384446	0.7589796683	1.0390240462	-4.7669573504	-1.1511588462
0.4252579995	0.7546671579	1.0340496147	-4.8361053266	-1.1511588462
0.4282843328	0.7504307677	1.0283991302	-4.9162830685	-1.1511588462
0.4314156983	0.7462763220	1.0220797169	-5.0080661869	-1.1511588462
0.4346496687	0.7422104492	1.0152684499	-5.0678054458	-1.1322958760
0.4379817463	0.7382401832	1.0079566194	-5.1789297238	-1.1322958760
0.4414062500	0.7343750000	1.0000000000	0.0000000000	-1.1322958760
0.4414062500	0.7343750000	1.0165318685	0.0000000000	-1.1322958760
0.4425552899	0.7318549407	1.0167003435	-4.7276749972	-1.1322958760
0.4437384469	0.7293476035	1.0166625656	-4.7282020860	-1.1322958760
0.4449550993	0.7268545206	1.0164180558	-4.7316154587	-1.1322958760
0.4462048552	0.7243766766	1.0158806522	-4.7434665561	-1.1440070216
0.4474873914	0.7219149866	1.0150544460	-4.7550598526	-1.1440070216
0.4488023528	0.7194703543	1.0140255164	-4.7695506410	-1.1440070216
0.4501495159	0.7170434310	1.0127940385	-4.7869715061	-1.1440070216
0.4515292708	0.7146338242	1.0119170797	-4.7539917259	-1.0711923968
0.4529411894	0.7122418439	1.0113912128	-4.7614116630	-1.0711923968
0.4543845484	0.7098688591	1.0106591134	-4.7717672578	-1.0711923968
0.4558591799	0.7075152908	1.0097208617	-4.7850828440	-1.0711923968
0.4573649238	0.7051815820	1.0085765523	-4.8013899283	-1.0711923968
0.4589016147	0.7028682161	1.0072263119	-4.8207270945	-1.0711923968
0.4604690682	0.7005757334	1.0056703263	-4.8431397943	-1.0711923968
0.4620670634	0.6983047495	1.0039088790	-4.8686799904	-1.0711923968
0.4636949445	0.6960564895	1.0026825372	-4.8017814952	-0.9757409477
0.4653517415	0.6938313242	1.0019917227	-4.8117208533	-0.9757409477
0.4670371246	0.6916297211	1.0010972066	-4.8246318458	-0.9757409477
0.4687500000	0.6894531250	1.0000000000	0.0000000000	-0.9757409477
0.4687500000	0.6894531250	1.1757101646	0.0000000000	-0.9757409477
